Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
paleo,"Low Carb Red Cabbage, Mint, and Granny Smi",american,9.8,75.41,56.01,10/16/2022,17:26:07,0.13,1.346
paleo,Sweet Potato Tater Tots,american,16.02,205.34,102.76,10/16/2022,17:26:07,0.078,1.998
paleo,Bacon Burger Cauliflower Rice Casserole recipes,american,125.01,32.77,183.92,10/16/2022,17:26:07,3.815,0.178
paleo,Mediterranean Eggs Paleo,mediterranean,12.24,9.38,23.7,10/16/2022,17:26:07,1.305,0.396
paleo,Paleo Banana Bread,american,54.23,233.84,97.63,10/16/2022,17:26:07,0.232,2.395
paleo,Paleo Coconut Crepes,french,14.04,9.69,2.72,10/16/2022,17:26:07,1.449,3.562
paleo,Easy Paleo Meatballs,french,78.6,2.96,90.8,10/16/2022,17:26:07,26.554,0.033
paleo,Paleo Apple Tart,french,9.15,249.27,59.68,10/16/2022,17:26:07,0.037,4.177
paleo,Paleo Birthday Cake,american,71.98,200.17,163.98,10/16/2022,17:26:07,0.36,1.221
paleo,PALEO HASH BROWNS,south american,4.65,114.17,36.32,10/16/2022,17:26:14,0.041,3.143
paleo,Roasted Beet and Micro Kale Egg White Frittata,italian,38.18,20.35,40.72,10/16/2022,17:26:14,1.876,0.5
paleo,Chipotle Pulled Pork Stuffed Potatoes with Creamy Coleslaw recipes,american,32.47,235.85,91.26,10/16/2022,17:26:14,0.138,2.584
paleo,Paleo Hamburger Buns,american,14.22,74.17,20.04,10/16/2022,17:26:14,0.192,3.701
paleo,Paleo Roasted Asparagus,nordic,9.98,17.6,13.32,10/16/2022,17:26:14,0.567,1.321
paleo,Paleo Peach Crumble,eastern europe,44.9,261.29,181.17,10/16/2022,17:26:14,0.172,1.442
paleo,Paleo Pesto recipes,italian,12.89,18.24,146.76,10/16/2022,17:26:14,0.707,0.124
paleo,Paleo Sausage Balls,american,104.42,60.32,234.14,10/16/2022,17:26:21,1.731,0.258
paleo,Paleo Pumpkin Pie,american,42.95,329.53,179.46,10/16/2022,17:26:21,0.13,1.836
paleo,Paleo Meat Loaf,american,97.33,60.44,97.57,10/16/2022,17:26:21,1.61,0.619
paleo,Paleo Birthday Cake,american,51.4,346.93,234.62,10/16/2022,17:26:21,0.148,1.479
paleo,Paleo Vanilla Custard,italian,27.29,65.95,103.42,10/16/2022,17:26:21,0.414,0.638
paleo,Parmesan Herb Chicken (Grain Free and Low Carb),italian,166.91,3.84,72.13,10/16/2022,17:26:21,43.466,0.053
paleo,Paleo Baked Tuna Cakes - Paleo and Gluten-Free,mediterranean,105.58,58.76,166.85,10/16/2022,17:26:21,1.797,0.352
paleo,Mango Banana Vanilla Cream Pops,american,11.09,71.03,97.12,10/16/2022,17:26:21,0.156,0.731
paleo,Turkey Avocado Burgers,american,203.1,149.26,333.28,10/16/2022,17:26:21,1.361,0.448
paleo,Paleo Roti recipes,south east asian,16.54,72.39,70.77,10/16/2022,17:26:21,0.228,1.023
paleo,"Instant Pot Paleo Pumpkin Chili {Whole30, Paleo}",american,92.49,93.22,123.26,10/16/2022,17:26:21,0.992,0.756
paleo,Strawberry Grapefruit Salad recipes,american,7.83,63.3,29.81,10/16/2022,17:26:21,0.124,2.123
paleo,Paleo Custard Bake,mediterranean,40.09,48.85,114.16,10/16/2022,17:26:21,0.821,0.428
paleo,Paleo Chicken Stew,american,131.55,66.3,25.08,10/16/2022,17:26:27,1.984,2.644
paleo,Paleo Eggplant Hummus,mediterranean,9.79,47.87,9.76,10/16/2022,17:26:27,0.205,4.905
paleo,Paleo Margaritas recipes,world,0.16,14.07,0.02,10/16/2022,17:26:27,0.011,703.5
paleo,Paleo Beef Jerkey,american,206.94,104.79,47.42,10/16/2022,17:26:27,1.975,2.21
paleo,Paleo Caramel Frappuccino,mediterranean,4.83,10.41,8.02,10/16/2022,17:26:27,0.464,1.298
paleo,Mango Salsa (Paleo),mexican,13.16,144.64,32.84,10/16/2022,17:26:27,0.091,4.404
paleo,Paleo Butterfingers recipes,french,4.35,247.32,139.99,10/16/2022,17:26:27,0.018,1.767
paleo,Paleo Carrot Hummus,mediterranean,8.4,38.01,232.91,10/16/2022,17:26:27,0.221,0.163
paleo,Paleo Shamrock Shake,american,7.82,43.51,58.32,10/16/2022,17:26:27,0.18,0.746
paleo,Summer Squash Noodles with Skinny Garlic Butter recipes,asian,9.62,19.66,26.36,10/16/2022,17:26:34,0.489,0.746
paleo,Summer Squash Tomato Bake,american,22.49,72.05,38.26,10/16/2022,17:26:34,0.312,1.883
paleo,Paleo Zuppa Toscana,italian,57.87,253.19,103.32,10/16/2022,17:26:34,0.229,2.451
paleo,Paleo Chocolate Mousse,french,40.91,139.35,285.15,10/16/2022,17:26:34,0.294,0.489
paleo,"Paleo ""Parmesan"" Cheese",italian,39.27,40.29,71.93,10/16/2022,17:26:34,0.975,0.56
paleo,Healthy Fettuccine Alfredo recipes,italian,14.78,65.85,29.75,10/16/2022,17:26:34,0.224,2.213
paleo,Paleo Tortilla Chips,american,17.17,67.44,76.21,10/16/2022,17:26:34,0.255,0.885
paleo,Paleo strawberry icecream,italian,26.36,168.28,195.15,10/16/2022,17:26:34,0.157,0.862
paleo,Paleo Cheese recipes,french,66.76,64.6,63.44,10/16/2022,17:26:34,1.033,1.018
paleo,Perfect Paleo Burger,american,7.33,47.38,55.47,10/16/2022,17:26:34,0.155,0.854
paleo,Killer Paleo Horseradish,american,2.83,27.14,1.66,10/16/2022,17:26:41,0.104,16.349
paleo,Paleo Peppermint Macaroons,french,11.77,64.05,54.94,10/16/2022,17:26:41,0.184,1.166
paleo,Sesame Orange Vinaigrette,chinese,5.61,46.24,58.25,10/16/2022,17:26:41,0.121,0.794
paleo,Paleo Chicken Marsala,italian,149.53,27.82,148.35,10/16/2022,17:26:41,5.375,0.188
paleo,Weight Watchers Beef Stew,french,275.18,230.52,62.63,10/16/2022,17:26:41,1.194,3.681
paleo,Paleo Grilled Salmon,nordic,197.13,7.3,57.9,10/16/2022,17:26:41,27.004,0.126
paleo,Paleo Chocolate Pudding,british,11.97,127.01,58.87,10/16/2022,17:26:41,0.094,2.157
paleo,Paleo Gnocchi recipes,italian,6.22,102.72,3.7,10/16/2022,17:26:41,0.061,27.762
paleo,Paleo pumpkin pie,american,78.68,305.74,389.01,10/16/2022,17:26:41,0.257,0.786
paleo,Tropical Paleo Popsicles,american,7.29,80.99,2.69,10/16/2022,17:26:41,0.09,30.108
paleo,"Paleo Steak Marinade (Paleo, GF + Sugar Free) recipes",american,2.9,27.16,27.62,10/16/2022,17:26:41,0.107,0.983
paleo,Paleo Kale Salmon,nordic,6.58,10.28,63.92,10/16/2022,17:26:48,0.64,0.161
paleo,Paleo Sandwich Thins,american,31.76,91.98,24.72,10/16/2022,17:26:48,0.345,3.721
paleo,Paleo Waldorf Salad,american,3.37,64.06,91.21,10/16/2022,17:26:48,0.053,0.702
paleo,Paleo Shrimp Scampi,chinese,298.21,35.88,30.01,10/16/2022,17:26:48,8.311,1.196
paleo,Paleo Chicken Marsala,italian,303.12,28.89,81.2,10/16/2022,17:26:48,10.492,0.356
paleo,Apricot Bites Paleo,french,6.74,59.88,50.54,10/16/2022,17:26:48,0.113,1.185
paleo,Paleo Spinach Crepes,italian,32.03,90.8,30.21,10/16/2022,17:26:48,0.353,3.006
paleo,PALEO CREPES recipes,french,31.86,22.28,34.51,10/16/2022,17:26:48,1.43,0.646
paleo,Moroccan Spice Blend,middle eastern,1.03,6.36,1.02,10/16/2022,17:26:48,0.162,6.235
paleo,Paleo Pumpkin Butter,american,2.84,55.05,9.82,10/16/2022,17:26:48,0.052,5.606
paleo,Paleo Tempura Asparagus,japanese,40.84,30.73,146.81,10/16/2022,17:26:48,1.329,0.209
paleo,Paleo Taco Soup,mexican,187.46,30.42,23.91,10/16/2022,17:26:48,6.162,1.272
paleo,Easy Chicken Marsala,italian,107.08,36.05,48.9,10/16/2022,17:26:55,2.97,0.737
paleo,Easy Paleo Ketchup,italian,7.52,47.99,0.81,10/16/2022,17:26:55,0.157,59.247
paleo,Paleo Hummus recipes,mediterranean,28.06,49.03,93.44,10/16/2022,17:26:55,0.572,0.525
paleo,Paleo Pumpkin Gnocchi,mediterranean,28.38,154.13,79.81,10/16/2022,17:26:55,0.184,1.931
paleo,Paleo Cauli Couscous,middle eastern,21.26,71.22,24.81,10/16/2022,17:26:55,0.299,2.871
paleo,Hawaiian Barbecue-Style Chicken Salad recipes,american,84.54,210.42,89.07,10/16/2022,17:26:55,0.402,2.362
paleo,Paleo Pumpkin Pie,american,76.56,180.96,184.22,10/16/2022,17:26:55,0.423,0.982
paleo,Paleo Chocolate Milk,british,26.79,128.02,165.51,10/16/2022,17:26:55,0.209,0.773
paleo,"Roasted Acorn Squash With Dates, Pumpkin Seeds And Goat Cheese",mediterranean,26.37,221.01,51.73,10/16/2022,17:26:55,0.119,4.272
paleo,Gluten Free Chocolate Zucchini Muffins recipes,mediterranean,69.91,125.55,157.81,10/16/2022,17:26:55,0.557,0.796
paleo,Easy Paleo Falafel,mediterranean,21.62,32.57,64.66,10/16/2022,17:26:55,0.664,0.504
paleo,Paleo Blueberry Mousse,french,53.13,323.37,439.18,10/16/2022,17:26:55,0.164,0.736
paleo,"Roasted Italian Sausages with Potatoes, Peppers, and Onions recipes",italian,46.3,138.96,31.67,10/16/2022,17:26:55,0.333,4.388
paleo,Green Sorbet (Paleo),mediterranean,7.16,119.64,1.93,10/16/2022,17:27:05,0.06,61.99
paleo,Paleo Carrot Souffle,american,32.67,119.89,137.81,10/16/2022,17:27:05,0.272,0.87
paleo,Paleo Chocolate Pudding,british,30.5,91.77,123.75,10/16/2022,17:27:05,0.332,0.742
paleo,Paleo Chicken Tenders,american,85.12,81.13,103.53,10/16/2022,17:27:05,1.049,0.784
paleo,Loco Coco (paleo),american,32.1,84.86,183.44,10/16/2022,17:27:05,0.378,0.463
paleo,Paleo Mini Quiche,french,88.06,14.19,45.71,10/16/2022,17:27:05,6.206,0.31
paleo,Apple Cider Poppyseed Salad recipes,mediterranean,22.75,175.37,133.44,10/16/2022,17:27:05,0.13,1.314
paleo,'PALEO' Pizza Base,italian,28.69,131.07,105.15,10/16/2022,17:27:05,0.219,1.247
paleo,Paleo Friendly Meatballs,nordic,114.89,46.78,169.8,10/16/2022,17:27:05,2.456,0.276
paleo,Paleo Fettuccine Alfredo,italian,36.18,46.25,21.54,10/16/2022,17:27:05,0.782,2.147
paleo,Paleo Mushroom Soup,french,11.95,28.45,2.59,10/16/2022,17:27:05,0.42,10.985
paleo,Paleo Thanksgiving Stuffing,american,27.7,119.89,77.25,10/16/2022,17:27:05,0.231,1.552
paleo,Pistachio Crusted Salmon with Green Curry recipes,nordic,261.59,29.86,239.02,10/16/2022,17:27:05,8.761,0.125
paleo,Paleo Sausage Meatballs,eastern europe,73.38,51.45,142.07,10/16/2022,17:27:05,1.426,0.362
paleo,Paleo Crepes recipes,french,27.22,68.05,50.0,10/16/2022,17:27:05,0.4,1.361
paleo,Paleo Greek 'Rice',mediterranean,13.09,44.48,56.22,10/16/2022,17:27:12,0.294,0.791
paleo,Company Pot Roast recipes,french,350.05,176.53,240.25,10/16/2022,17:27:12,1.983,0.735
paleo,Paleo Flatbread Recipe,american,31.91,120.79,25.97,10/16/2022,17:27:12,0.264,4.651
paleo,Paleo Chex recipes,american,26.86,101.27,108.62,10/16/2022,17:27:12,0.265,0.932
paleo,Paleo Breakfast Sandwich,american,20.23,14.22,49.8,10/16/2022,17:27:12,1.423,0.286
paleo,Paleo Toffee & A Review of Paleo Indulgences Cookbook recipes,british,24.4,231.54,88.47,10/16/2022,17:27:12,0.105,2.617
paleo,Paleo Squash Pesto,italian,33.19,10.65,186.65,10/16/2022,17:27:12,3.116,0.057
paleo,Paleo pizza crust,italian,11.43,121.83,117.55,10/16/2022,17:27:12,0.094,1.036
paleo,Paleo Mini Quiche,french,74.29,24.48,77.75,10/16/2022,17:27:12,3.035,0.315
paleo,Paleo Hungarian Goulash,central europe,105.01,36.89,38.16,10/16/2022,17:27:12,2.847,0.967
paleo,Paleo Curry Meatballs,indian,16.42,34.1,89.05,10/16/2022,17:27:12,0.482,0.383
paleo,Paleo Spinach Latkes,french,44.1,215.12,100.34,10/16/2022,17:27:12,0.205,2.144
paleo,Paleo Pesto Recipe,italian,20.91,19.71,119.3,10/16/2022,17:27:12,1.061,0.165
paleo,Paleo Chicken Fingers,eastern europe,163.02,148.03,236.07,10/16/2022,17:27:12,1.101,0.627
paleo,Paleo Primal Fudge,american,34.66,101.48,184.31,10/16/2022,17:27:18,0.342,0.551
paleo,Paleo Cod Burgers,nordic,92.92,30.26,8.57,10/16/2022,17:27:18,3.071,3.531
paleo,Paleo Carrot Soup,american,26.79,115.76,119.4,10/16/2022,17:27:18,0.231,0.97
paleo,Paleo Zucchini Hummus,mediterranean,25.15,43.41,79.87,10/16/2022,17:27:18,0.579,0.544
paleo,Paleo Zuppa Toscana,italian,87.27,117.16,169.21,10/16/2022,17:27:18,0.745,0.692
paleo,Homemade Paleo Ketchup,italian,10.13,56.96,1.49,10/16/2022,17:27:18,0.178,38.228
paleo,Paleo Cassava Tortillas,mediterranean,0.06,75.16,27.0,10/16/2022,17:27:18,0.001,2.784
paleo,Paleo Tandoori Chicken,indian,308.98,21.54,323.35,10/16/2022,17:27:18,14.344,0.067
paleo,Glazed Paleo Éclairs,american,11.94,115.46,16.76,10/16/2022,17:27:25,0.103,6.889
paleo,Paleo Tortillas recipes,mediterranean,36.75,41.01,34.25,10/16/2022,17:27:25,0.896,1.197
paleo,Paleo Chicken Parmesan,italian,153.87,119.21,171.95,10/16/2022,17:27:25,1.291,0.693
paleo,Paleo Potato Salad,mediterranean,41.57,430.55,555.11,10/16/2022,17:27:25,0.097,0.776
paleo,Slow Cooker Stewed Rosemary Garlic Chicken,american,134.21,25.83,144.46,10/16/2022,17:27:25,5.196,0.179
paleo,Rice with Mushroom and Asparagus,french,23.57,101.25,25.44,10/16/2022,17:27:25,0.233,3.98
paleo,Paleo Dirty Rice,french,26.68,80.75,35.37,10/16/2022,17:27:25,0.33,2.283
paleo,Paleo Ranch Seasoning,american,4.29,20.24,0.82,10/16/2022,17:27:25,0.212,24.683
paleo,Paleo Sangria recipes,world,2.87,110.03,0.69,10/16/2022,17:27:25,0.026,159.464
paleo,Paleo Fried Rice,chinese,17.07,23.74,36.07,10/16/2022,17:27:25,0.719,0.658
paleo,Primal Pizza Pie Layer Casserole,italian,131.33,34.99,159.19,10/16/2022,17:27:25,3.753,0.22
paleo,Paleo Lemon Curd,french,24.82,161.28,132.63,10/16/2022,17:27:25,0.154,1.216
paleo,Easy Make Ahead Paleo Gravy {paleo + vegan option},american,6.16,23.93,33.74,10/16/2022,17:27:25,0.257,0.709
paleo,"Aunt Rocky’s Chorizo and Spaghetti Squash Casserole (Low Carb, Keto)",italian,126.73,77.95,197.8,10/16/2022,17:27:31,1.626,0.394
paleo,Smoked Salmon Deviled Eggs,nordic,72.44,9.31,228.93,10/16/2022,17:27:31,7.781,0.041
paleo,Paleo cauliflower puree,mediterranean,14.68,49.71,47.87,10/16/2022,17:27:31,0.295,1.038
paleo,Paleo Caesar Dressing,mediterranean,20.16,9.07,497.18,10/16/2022,17:27:31,2.223,0.018
paleo,Paleo Ginger??Snaps,italian,95.94,152.11,226.9,10/16/2022,17:27:31,0.631,0.67
paleo,Paleo Zuppa Toscana,italian,179.75,261.94,425.47,10/16/2022,17:27:31,0.686,0.616
paleo,Paleo Hummus recipes,mediterranean,11.66,20.89,24.94,10/16/2022,17:27:31,0.558,0.838
paleo,paleo banana bread,american,35.68,134.46,62.16,10/16/2022,17:27:31,0.265,2.163
paleo,Paleo Turkey Meatballs,american,195.62,33.54,79.05,10/16/2022,17:27:31,5.832,0.424
paleo,Paleo Banana Muffins,american,85.78,200.52,260.37,10/16/2022,17:27:31,0.428,0.77
paleo,Jamerican Paleo Burger,nordic,98.81,32.99,64.72,10/16/2022,17:27:38,2.995,0.51
paleo,Paleo PIzza Crust,italian,44.0,86.7,84.35,10/16/2022,17:27:38,0.507,1.028
paleo,Paleo Zucchini Burger,american,25.16,49.41,20.0,10/16/2022,17:27:38,0.509,2.47
paleo,Paleo Meatballs recipes,french,170.29,21.84,190.17,10/16/2022,17:27:38,7.797,0.115
paleo,Low Carb Broiled Asian Chicken Thighs recipes,chinese,149.89,13.87,49.44,10/16/2022,17:27:38,10.807,0.281
paleo,Clafoutis Paleo Gf,french,62.38,171.71,143.8,10/16/2022,17:27:38,0.363,1.194
paleo,Whole30 Potato Salad recipes,mediterranean,10.4,86.61,60.05,10/16/2022,17:27:38,0.12,1.442
paleo,Paleo Greek Chicken,mediterranean,103.21,8.28,120.13,10/16/2022,17:27:38,12.465,0.069
paleo,Paleo Crepes recipes,french,28.52,83.51,66.12,10/16/2022,17:27:38,0.342,1.263
paleo,Spicy Avocado Shrimp Tower recipes,south american,7.46,24.73,87.84,10/16/2022,17:27:38,0.302,0.282
paleo,Barilla Turkey Sausage Meatball Hero Subs + Giveaway,american,149.37,161.26,67.43,10/16/2022,17:27:38,0.926,2.392
paleo,Paleo Berry Cobbler,french,70.95,495.23,258.21,10/16/2022,17:27:45,0.143,1.918
paleo,Paleo Cheesecake recipes,mediterranean,46.61,112.79,239.75,10/16/2022,17:27:45,0.413,0.47
paleo,Paleo Eggplant Meatballs,eastern europe,34.86,81.96,71.02,10/16/2022,17:27:45,0.425,1.154
paleo,Paleo Chicken Strips,american,120.01,13.19,115.84,10/16/2022,17:27:45,9.099,0.114
paleo,Paleo Turkey Meatballs,american,142.25,147.48,353.72,10/16/2022,17:27:45,0.965,0.417
paleo,Paleo Chicken Tenders,american,79.75,175.06,81.41,10/16/2022,17:27:45,0.456,2.15
paleo,Easy Pot Roast Crock Pot recipes,chinese,323.19,230.68,74.72,10/16/2022,17:27:45,1.401,3.087
paleo,Paleo Peppermint Patties,american,26.8,227.58,233.46,10/16/2022,17:27:45,0.118,0.975
paleo,Paleo Stuffed Peppers,italian,212.2,126.47,233.63,10/16/2022,17:27:45,1.678,0.541
paleo,Paleo Pita Chips,french,55.69,45.56,112.34,10/16/2022,17:27:45,1.222,0.406
paleo,Paleo Pulled Pork,american,363.86,41.0,258.48,10/16/2022,17:27:53,8.875,0.159
paleo,Paleo Sesame Pasta,italian,35.12,70.83,237.2,10/16/2022,17:27:53,0.496,0.299
paleo,Paleo White Christmas,mediterranean,34.52,80.74,102.14,10/16/2022,17:27:53,0.428,0.79
paleo,Paleo Salisbury Steak,british,200.74,47.0,170.27,10/16/2022,17:27:53,4.271,0.276
paleo,Paleo Taco Bowl,mexican,21.47,11.82,26.3,10/16/2022,17:27:53,1.816,0.449
paleo,Crockpot Drumsticks | Paleo,american,125.17,37.02,62.51,10/16/2022,17:27:53,3.381,0.592
paleo,Blueberry Cobbler {Paleo},american,34.41,144.65,130.08,10/16/2022,17:27:53,0.238,1.112
paleo,Yummy Paleo Flatbread,american,7.16,5.48,11.53,10/16/2022,17:27:53,1.307,0.475
paleo,Paleo Pizza Crust,italian,56.89,154.26,135.9,10/16/2022,17:27:53,0.369,1.135
paleo,Paleo Baked Chicken,american,293.67,43.68,141.43,10/16/2022,17:27:53,6.723,0.309
paleo,Paleo guacamole recipe,mexican,4.98,22.1,29.73,10/16/2022,17:27:53,0.225,0.743
paleo,Pumpkin Dutch Baby,central europe,51.94,78.05,132.72,10/16/2022,17:27:53,0.665,0.588
paleo,Paleo Peach Crisp,american,39.58,126.88,97.83,10/16/2022,17:27:53,0.312,1.297
paleo,Paleo chicken Marsala,italian,81.21,14.37,100.85,10/16/2022,17:27:53,5.651,0.142
paleo,Salmon Cobb Salad,nordic,86.32,52.34,193.65,10/16/2022,17:27:59,1.649,0.27
paleo,PALEO PULLED PORK,american,240.95,21.38,170.76,10/16/2022,17:27:59,11.27,0.125
paleo,Paleo Coleslaw recipes,mediterranean,8.05,49.05,89.95,10/16/2022,17:27:59,0.164,0.545
paleo,Paleo Braised Cabbage,french,21.85,113.36,69.95,10/16/2022,17:27:59,0.193,1.621
paleo,Paleo Cauliflower Tabouli,middle eastern,9.04,30.15,28.7,10/16/2022,17:27:59,0.3,1.051
paleo,Paleo Gyros recipes,mediterranean,156.23,22.07,197.86,10/16/2022,17:27:59,7.079,0.112
paleo,Paleo Carrot Cake,american,28.87,176.52,124.04,10/16/2022,17:27:59,0.164,1.423
paleo,Paleo Sandwich Bread,nordic,82.9,96.1,203.88,10/16/2022,17:27:59,0.863,0.471
paleo,Paleo Carrot Cake,british,56.59,372.24,166.67,10/16/2022,17:27:59,0.152,2.233
paleo,Everyday Paleo Meatloaf,american,222.77,73.67,180.94,10/16/2022,17:27:59,3.024,0.407
paleo,Paleo Chicken Tacos,mexican,88.54,25.39,90.34,10/16/2022,17:27:59,3.487,0.281
paleo,Paleo Whole30 Meatballs,italian,49.65,25.33,31.86,10/16/2022,17:28:06,1.96,0.795
paleo,Grilled Cilantro Lime Chicken recipes,mediterranean,137.17,20.55,43.28,10/16/2022,17:28:06,6.675,0.475
paleo,"5-Min Microwave Paleo Chocolate Cake Recipe [Paleo, GF]",american,14.34,43.94,44.76,10/16/2022,17:28:06,0.326,0.982
paleo,Broiled Paleo Burger,american,147.0,98.03,245.1,10/16/2022,17:28:06,1.5,0.4
paleo,Paleo Cabbage Hash,french,94.84,47.81,54.27,10/16/2022,17:28:06,1.984,0.881
paleo,Paleo Vanilla Wafers,american,54.39,171.17,173.06,10/16/2022,17:28:06,0.318,0.989
paleo,Paleo Strawberry Sundae,american,78.6,428.36,388.56,10/16/2022,17:28:06,0.183,1.102
paleo,Paleo Lamingtons recipes,french,57.82,215.83,226.98,10/16/2022,17:28:06,0.268,0.951
paleo,Paleo Fudgy Brownies,french,82.58,181.14,215.9,10/16/2022,17:28:06,0.456,0.839
paleo,Crock Pot Chile Verde,mexican,201.78,29.12,81.49,10/16/2022,17:28:06,6.929,0.357
paleo,Paleo Zucchini Hummus,mediterranean,13.47,25.56,47.07,10/16/2022,17:28:06,0.527,0.543
paleo,Paleo Venison Burgers,french,108.33,30.05,39.3,10/16/2022,17:28:06,3.605,0.765
paleo,Paleo Pumpkin Scones,british,99.59,336.0,235.0,10/16/2022,17:28:13,0.296,1.43
paleo,Paleo Chocolate Pudding,british,19.89,122.56,101.95,10/16/2022,17:28:13,0.162,1.202
paleo,Paleo Orange Chicken,french,110.54,52.28,39.95,10/16/2022,17:28:13,2.114,1.309
paleo,Paleo Hamburger Soup,nordic,140.81,255.09,63.29,10/16/2022,17:28:13,0.552,4.03
paleo,Paleo Honey Cake,kosher,87.32,258.25,207.98,10/16/2022,17:28:13,0.338,1.242
paleo,Paleo Fried Chicken,american,208.66,32.76,375.11,10/16/2022,17:28:13,6.369,0.087
paleo,Tasty Paleo Borscht,nordic,15.58,86.02,25.4,10/16/2022,17:28:13,0.181,3.387
paleo,Delicious Paleo Meatballs,american,196.24,26.33,247.65,10/16/2022,17:28:13,7.453,0.106
paleo,Paleo Zuppa Toscana,italian,123.43,124.25,194.74,10/16/2022,17:28:13,0.993,0.638
paleo,Gluten-Free Buckwheat Blinis with All the Fixings,eastern europe,38.05,140.05,129.25,10/16/2022,17:28:13,0.272,1.084
paleo,Paleo Asian Meatballs,indian,155.39,13.86,206.43,10/16/2022,17:28:13,11.211,0.067
paleo,Paleo Coffee Creamer,french,10.48,183.87,47.85,10/16/2022,17:28:13,0.057,3.843
paleo,Paleo Cantaloupe Custard,french,18.09,77.28,73.54,10/16/2022,17:28:13,0.234,1.051
paleo,Paleo Bunny Bites,american,39.14,114.78,142.85,10/16/2022,17:28:13,0.341,0.804
paleo,Paleo Fettuccine Alfredo,italian,69.5,237.82,25.43,10/16/2022,17:28:19,0.292,9.352
paleo,Paleo Pie Crust,american,49.41,83.14,129.24,10/16/2022,17:28:19,0.594,0.643
paleo,Paleo Paella recipes,mediterranean,114.28,67.22,23.74,10/16/2022,17:28:19,1.7,2.832
paleo,Paleo Pita Crisps,mediterranean,52.77,543.93,1094.53,10/16/2022,17:28:19,0.097,0.497
paleo,Paleo Chocolate Pudding,british,38.41,187.18,204.57,10/16/2022,17:28:19,0.205,0.915
paleo,"Paleo Baked Apples with Pecan Crumble (Paleo, Primal, GAPS)",american,17.04,196.36,153.33,10/16/2022,17:28:19,0.087,1.281
paleo,Paleo Chicken Piccata,italian,114.48,38.79,146.83,10/16/2022,17:28:19,2.951,0.264
paleo,Paleo Pizza Quiches,italian,68.7,16.57,86.7,10/16/2022,17:28:19,4.146,0.191
paleo,Paleo Meatballs recipes,french,94.91,9.62,62.19,10/16/2022,17:28:19,9.866,0.155
paleo,Gluten Free Caramelized Onion Gravy,eastern europe,2.91,52.72,54.94,10/16/2022,17:28:19,0.055,0.96
paleo,Pineapple Muffins (Paleo),british,78.26,90.12,180.1,10/16/2022,17:28:19,0.868,0.5
paleo,“Pho” Slow Cooker Pulled Pork Sandwiches recipes,american,284.71,240.0,268.1,10/16/2022,17:28:19,1.186,0.895
paleo,PALEO BEEF JERKY,american,259.42,103.71,96.66,10/16/2022,17:28:19,2.501,1.073
paleo,Paleo Venison Stroganoff,eastern europe,171.5,59.19,132.4,10/16/2022,17:28:19,2.897,0.447
paleo,Paleo Mushroom Risotto,italian,27.18,92.53,59.88,10/16/2022,17:28:26,0.294,1.545
paleo,Paleo Skillet Frittata,italian,95.19,51.98,103.55,10/16/2022,17:28:26,1.831,0.502
paleo,Paleo Pig Burger,french,215.41,54.5,248.86,10/16/2022,17:28:26,3.952,0.219
paleo,Paleo Salmon Slaw,nordic,165.67,25.68,200.27,10/16/2022,17:28:26,6.451,0.128
paleo,Paleo Banana Muffins,british,101.95,204.31,286.85,10/16/2022,17:28:26,0.499,0.712
paleo,Paleo Chocolate Chippers,french,286.58,822.4,979.01,10/16/2022,17:28:26,0.348,0.84
